caseid,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
22956,31,2,49398,15,10,2,12,0,4,1,0,0,40,38,0
22957,33,2,159303,11,9,0,7,4,4,0,0,0,40,38,0
22958,19,2,248339,11,9,4,2,3,4,1,0,0,35,38,0
22959,29,2,190539,9,13,4,3,1,4,1,0,1590,50,38,0
22960,30,2,183620,11,9,2,11,0,4,1,0,0,45,38,0
22961,48,2,25468,12,14,0,3,1,4,1,99999,0,50,38,1
22962,42,2,201495,9,13,2,3,0,4,1,0,0,40,38,0
22963,37,2,52221,1,7,2,13,0,4,1,0,0,40,38,0
22964,54,3,96460,11,9,2,3,0,4,1,7688,0,60,38,1
22965,42,2,325353,7,12,2,0,0,4,1,7688,0,42,38,1
22966,28,4,176027,11,9,4,7,1,4,0,0,0,28,38,0
22967,42,1,266135,15,10,2,10,0,4,1,0,0,52,38,1
22968,60,5,194252,12,14,2,3,5,4,0,3103,0,40,38,1
22969,21,2,363192,8,11,4,7,3,4,0,0,0,40,38,0
22970,29,2,31360,15,10,4,4,3,4,1,0,0,40,38,0
22971,43,2,63503,9,13,2,9,0,4,1,0,0,40,38,1
22972,44,2,157614,11,9,0,11,3,4,1,0,0,38,38,0
22973,45,2,160647,9,13,0,0,4,4,0,4687,0,35,38,1
22974,38,2,363395,15,10,4,11,4,2,0,0,0,40,38,0
22975,28,2,338376,15,10,2,0,0,4,1,0,0,50,38,1
22976,29,2,87523,11,9,4,11,3,4,0,0,0,40,38,0
22977,20,2,280714,15,10,4,7,3,4,1,0,0,40,38,0
22978,49,3,119565,12,14,2,11,0,4,1,0,0,40,38,1
22979,36,1,171482,15,10,2,10,0,4,1,0,0,56,38,1
22980,40,3,49249,9,13,2,3,0,4,1,0,0,50,38,1
22981,17,2,331552,2,8,4,0,3,4,0,0,0,30,38,0
22982,45,2,174426,11,9,2,2,0,4,1,0,0,40,38,0
22983,42,2,184105,15,10,4,4,1,4,1,0,0,28,38,0
22984,29,2,37933,9,13,4,3,4,2,0,0,0,40,38,0
22985,57,4,291529,9,13,2,3,0,4,1,4386,0,13,38,1
22986,23,2,376416,9,13,4,0,1,4,1,0,0,40,38,0
22987,20,2,263612,15,10,4,0,3,2,0,0,0,40,13,0
22988,23,2,227471,11,9,4,5,3,4,1,0,0,24,38,0
22989,39,2,191103,11,9,4,7,1,4,1,0,0,40,38,0
22990,34,2,35644,15,10,2,2,0,4,1,0,0,40,38,1
22991,43,4,227298,9,13,4,11,1,4,1,0,0,45,38,0
22992,25,5,187508,15,10,4,5,3,4,1,0,0,40,38,0
22993,40,2,184378,15,10,2,11,0,4,1,0,0,60,32,0
22994,52,4,190333,11,9,0,4,1,4,1,0,0,25,38,0
22995,48,2,155372,11,9,6,6,4,4,0,0,0,36,38,0
22996,37,2,259882,8,11,4,11,4,2,0,0,0,6,38,0
22997,36,2,217077,11,9,2,11,0,4,1,0,0,50,38,0
22998,33,2,103596,8,11,2,13,0,4,1,0,0,40,38,0
22999,36,1,188236,11,9,2,0,5,4,0,0,0,40,38,1
23000,24,2,353010,9,13,4,0,1,4,1,0,0,10,38,0
23001,42,1,70655,11,9,0,4,1,4,1,0,0,40,38,0
23002,35,3,64874,7,12,4,11,3,4,1,0,0,40,38,0
23003,40,0,219240,11,9,0,0,4,4,0,0,0,22,38,0
23004,50,3,104849,14,15,2,9,0,1,1,0,0,40,18,0
23005,40,2,173590,12,14,2,3,0,4,1,0,0,50,38,1
23006,57,3,195835,11,9,2,3,0,4,1,0,0,40,38,0
23007,51,1,170579,11,9,2,13,0,4,1,0,0,40,38,1
23008,61,0,230545,11,9,4,0,4,4,0,0,0,35,32,0
23009,71,2,162297,11,9,6,11,4,4,0,0,0,20,38,0
23010,47,2,169549,11,9,2,2,0,4,1,0,0,40,38,1
23011,38,2,117528,9,13,4,7,2,4,0,0,0,45,38,0
23012,25,2,273876,9,13,4,11,1,4,1,0,0,65,38,0
23013,33,2,529104,1,7,2,5,0,4,1,0,0,50,38,0
23014,40,5,456110,1,7,0,13,4,4,0,0,0,52,38,0
23015,29,2,170301,11,9,2,0,5,4,0,2829,0,40,38,0
23016,33,2,55717,11,9,4,2,1,4,1,0,0,40,38,0
23017,46,2,166181,15,10,4,0,3,2,0,0,0,36,38,0
23018,24,2,52242,11,9,2,11,5,4,0,0,0,40,38,1
23019,28,2,224629,12,14,4,3,1,3,1,0,0,30,4,0
23020,20,2,197997,11,9,4,2,1,4,1,0,0,40,38,0
23021,34,2,46144,15,10,0,5,4,4,0,0,0,40,38,0
23022,34,5,180871,9,13,2,0,0,4,1,0,0,55,38,0
23023,25,2,212311,15,10,4,0,4,2,0,0,0,40,38,0
23024,36,2,232874,9,13,2,12,0,4,1,0,0,40,38,0
23025,61,2,175999,11,9,2,6,0,4,1,0,0,40,38,0
23026,38,2,177121,15,10,5,7,1,4,0,0,0,58,38,0
23027,57,2,299358,11,9,6,7,2,4,0,0,1719,25,38,0
23028,56,2,129836,11,9,2,7,5,4,0,0,0,10,38,0
23029,24,2,225515,9,13,4,3,1,4,0,0,0,40,38,0
23030,60,2,145664,15,10,0,11,1,4,0,0,0,48,38,0
23031,37,2,151764,15,10,2,3,0,4,1,0,0,50,38,0
23032,27,2,183523,15,10,2,13,0,4,1,0,0,40,38,1
23033,54,2,257869,15,10,5,7,1,4,1,0,0,28,3,0
23034,40,2,73025,11,9,2,7,0,1,1,0,0,30,2,0
23035,18,2,165532,2,8,4,7,3,4,1,0,0,15,38,0
23036,51,0,140035,11,9,2,0,0,4,1,0,0,40,38,1
23037,40,4,325159,15,10,2,12,0,4,1,0,0,50,38,1
23038,64,0,161926,11,9,2,9,0,4,1,0,0,8,38,0
23039,24,2,163665,11,9,4,7,1,4,0,2174,0,40,38,0
23040,33,2,106938,11,9,2,12,5,2,0,0,0,38,38,0
23041,31,2,97453,11,9,0,3,4,4,0,0,0,40,38,0
23042,26,1,242464,11,9,2,10,0,4,1,3103,0,40,38,1
23043,54,2,155233,9,13,4,0,1,4,0,14084,0,40,38,1
23044,31,2,248653,3,2,4,5,1,4,1,0,0,37,25,0
23045,22,2,141297,15,10,4,12,3,4,1,0,0,40,38,0
23046,31,2,227325,15,10,4,2,1,4,1,0,0,40,38,0
23047,68,2,123653,4,3,5,7,1,4,1,0,0,12,21,0
23048,59,0,176317,0,6,0,7,1,4,0,0,0,37,38,0
23049,35,4,77146,11,9,2,2,0,4,1,2829,0,45,38,0
23050,25,2,169124,9,13,4,0,3,4,1,0,0,40,38,0
23051,23,2,179413,11,9,4,2,4,4,1,0,0,40,38,0
23052,35,2,180137,15,10,0,3,4,4,1,0,0,60,38,0
23053,17,5,179319,0,6,4,7,3,4,1,0,0,30,38,0
23054,19,2,45766,15,10,4,5,1,4,1,0,0,45,38,0
23055,53,2,152810,12,14,2,3,0,4,1,0,1977,55,38,1
23056,59,2,214052,4,3,0,6,4,4,0,0,0,40,38,0
23057,37,2,201141,11,9,4,0,3,4,0,0,0,37,38,0
23058,74,4,43599,11,9,6,7,1,4,1,0,0,20,38,0
23059,28,2,292536,15,10,4,13,1,4,1,0,0,50,38,0
23060,40,2,82161,9,13,4,0,1,4,1,0,0,40,38,0
23061,20,2,181370,15,10,4,7,3,2,1,0,0,40,38,0
23062,80,2,148623,14,15,2,9,0,4,1,0,0,35,38,1
23063,51,2,84399,11,9,2,6,0,2,1,0,0,40,38,0
23064,17,2,143331,0,6,4,11,3,4,1,0,0,15,38,0
23065,37,0,48779,9,13,2,9,0,4,1,0,0,40,38,0
23066,58,2,83542,11,9,4,7,1,4,1,0,0,40,38,0
23067,57,2,214619,15,10,2,2,0,4,1,0,0,40,38,0
23068,37,2,160035,15,10,0,6,1,4,1,0,0,40,38,0
23069,23,0,39603,15,10,4,2,4,0,1,0,0,40,38,0
23070,36,2,181589,9,13,4,0,1,4,0,0,0,32,3,0
23071,33,2,261511,11,9,2,2,0,4,1,0,0,40,38,0
23072,30,2,29522,15,10,2,11,5,4,0,0,0,40,38,0
23073,30,2,36340,11,9,4,0,4,4,0,0,0,24,38,0
23074,41,2,320984,14,15,2,9,0,4,1,99999,0,65,38,1
23075,23,2,122346,11,9,4,11,3,4,1,0,0,40,38,0
23076,40,2,105794,14,15,4,9,1,4,0,14084,0,50,38,1
23077,53,2,152883,11,9,6,0,1,2,0,0,0,40,38,0
23078,31,5,123037,15,10,4,12,1,4,1,0,0,13,38,0
23079,36,2,182074,11,9,4,0,2,4,1,0,0,40,38,0
23080,30,2,248588,2,8,0,7,1,4,0,0,0,40,38,0
23081,44,2,187584,11,9,2,10,0,4,1,0,0,40,1,0
23082,36,2,46706,11,9,4,7,3,4,1,0,0,40,38,0
23083,42,2,190290,7,12,2,9,0,4,1,0,0,40,38,1
23084,48,4,247294,11,9,2,2,0,4,1,0,0,30,28,0
23085,22,2,117779,9,13,4,9,3,4,1,0,0,40,38,0
23086,38,2,121602,11,9,2,6,0,4,1,0,0,40,38,0
23087,31,2,451744,11,9,4,2,1,4,1,0,0,50,38,0
23088,32,2,107793,11,9,0,7,3,4,1,2174,0,40,38,0
23089,35,2,339772,11,9,2,5,0,2,1,0,0,40,38,0
23090,21,2,185582,15,10,4,11,3,4,1,0,0,43,38,0
23091,26,2,260614,11,9,2,6,0,4,1,0,0,40,38,0
23092,19,1,53220,11,9,4,0,3,2,0,0,0,40,38,0
23093,43,2,213844,11,9,1,2,5,2,0,0,0,42,38,1
23094,33,2,213226,11,9,2,2,0,4,1,0,0,60,38,0
23095,30,2,58582,9,13,4,2,3,4,1,0,0,10,38,0
23096,52,2,193116,0,6,2,13,0,4,1,0,0,45,38,0
23097,38,1,201410,9,13,2,3,0,4,1,0,0,40,38,1
23098,28,2,190525,9,13,2,3,0,4,1,0,0,46,38,1
23099,57,4,138285,7,12,2,7,0,4,1,0,0,40,19,0
23100,51,2,111939,9,13,2,9,0,4,1,0,0,50,38,1
23101,50,2,109277,6,5,2,6,0,4,1,0,0,48,38,0
23102,32,2,331539,9,13,2,3,0,1,1,0,0,50,2,1
23103,32,2,396745,9,13,2,9,0,4,1,0,2415,48,38,1
23104,37,2,126675,11,9,2,2,0,4,1,0,0,40,38,0
23105,69,4,349022,11,9,2,11,0,4,1,0,0,33,38,0
23106,37,2,234901,15,10,2,11,0,4,1,0,0,50,10,1
23107,36,2,100681,15,10,4,0,1,4,1,2463,0,40,38,0
23108,47,4,265097,11,9,2,13,0,4,1,0,0,45,38,1
23109,63,2,237379,0,6,2,13,0,4,1,0,0,40,38,0
23110,21,2,44793,15,10,4,0,1,4,1,0,0,65,38,0
23111,17,2,270942,11,9,4,7,2,4,1,0,0,35,25,0
23112,56,2,193622,11,9,5,2,4,4,1,0,0,40,38,0
23113,90,1,187749,7,12,2,0,0,1,1,0,0,20,29,0
23114,27,2,160178,15,10,0,0,1,4,0,0,0,38,38,0
23115,38,2,680390,11,9,0,0,4,4,0,0,0,20,38,0
23116,33,2,96245,7,12,2,9,0,4,1,0,0,50,38,0
23117,26,2,34803,11,9,4,3,1,4,0,0,0,40,38,0
23118,20,2,170091,15,10,4,7,3,4,0,0,0,35,38,0
23119,42,2,231813,1,7,2,13,0,4,1,0,0,40,38,0
23120,55,2,23789,11,9,0,3,1,4,0,0,0,40,38,0
23121,32,5,438711,15,10,2,9,5,2,0,0,0,40,38,0
23122,66,2,169804,9,13,2,11,0,4,1,20051,0,40,38,1
23123,66,1,376506,10,16,0,9,1,4,0,3273,0,40,38,0
23124,49,2,28791,15,10,0,7,1,4,0,0,0,40,38,0
23125,34,2,162814,11,9,0,10,1,2,1,0,0,45,38,0
23126,38,2,58108,9,13,2,3,0,4,1,0,0,50,38,1
23127,40,3,102226,11,9,2,3,0,4,1,0,0,40,38,0
23128,22,0,209131,7,12,4,7,3,4,1,0,0,20,38,0
23129,46,4,157117,11,9,2,13,0,4,1,0,0,40,38,0
23130,29,2,172865,11,9,2,6,0,4,1,0,0,50,38,0
23131,19,2,29798,2,8,4,5,3,0,1,0,0,20,38,0
23132,37,1,80680,9,13,0,9,4,4,0,1151,0,35,38,0
23133,52,1,238959,12,14,4,9,1,4,1,0,0,32,38,1
23134,27,2,189462,12,14,4,0,1,4,0,0,0,46,38,0
23135,52,2,139347,11,9,2,13,5,4,0,0,0,40,38,0
23136,31,2,188108,11,9,4,2,3,4,1,4101,0,40,38,0
23137,37,3,111128,15,10,2,2,0,4,1,0,0,50,38,1
23138,28,2,81540,11,9,4,5,1,4,1,0,0,40,38,0
23139,25,2,257562,5,4,2,2,0,4,1,0,0,40,25,0
23140,31,2,59496,15,10,2,0,0,4,1,0,0,50,38,0
23141,29,2,29974,11,9,2,2,0,4,1,0,0,40,38,0
23142,45,2,102597,11,9,6,0,4,4,0,0,0,35,38,0
23143,69,2,41419,5,4,2,7,0,4,1,0,0,20,38,0
23144,50,2,118565,1,7,2,6,0,2,1,0,0,40,38,0
23145,54,5,312897,10,16,2,9,0,4,1,0,0,46,8,1
23146,17,2,166290,6,5,4,7,3,4,0,0,0,20,38,0
23147,34,2,160261,11,9,4,12,3,1,1,14084,0,35,2,1
23148,23,2,203076,15,10,4,6,3,4,1,0,0,40,38,0
23149,66,2,201197,9,13,2,9,0,4,1,0,0,45,38,1
23150,61,2,273803,11,9,2,2,0,4,1,0,0,40,38,0
23151,55,2,156797,15,10,0,6,1,4,0,0,0,40,38,0
23152,24,2,283896,11,9,4,5,1,4,1,0,0,40,38,0
23153,30,2,149368,11,9,0,11,4,4,1,1151,0,30,38,0
23154,49,2,156926,8,11,0,3,1,4,1,0,0,45,38,1
23155,56,3,165881,11,9,2,11,0,4,1,0,0,50,38,1
23156,25,2,86872,11,9,2,11,0,4,1,0,0,40,38,0
23157,49,2,167523,9,13,0,10,1,4,1,0,0,40,38,0
23158,58,2,154950,9,13,2,12,0,4,1,0,0,40,38,1
23159,40,0,171231,9,13,4,0,1,4,1,0,0,40,32,0
23160,62,2,244933,12,14,0,9,1,4,0,0,0,45,38,0
23161,54,2,256908,9,13,2,12,0,4,1,0,0,25,38,1
23162,34,4,33442,8,11,4,7,2,4,0,0,0,40,38,0
23163,18,2,126142,0,6,4,2,3,4,1,0,0,30,38,0
23164,32,2,167106,11,9,2,11,0,1,1,0,0,40,16,0
23165,22,1,50065,9,13,4,9,1,4,0,0,0,35,38,0
23166,34,5,252529,9,13,4,9,1,4,1,0,0,48,38,0
23167,47,2,343579,11,9,2,7,0,4,1,0,0,40,25,0
23168,19,2,190817,15,10,4,11,3,4,0,0,0,40,38,0
23169,41,3,151089,15,10,2,3,0,4,1,0,2415,55,38,1
23170,46,2,186820,15,10,2,7,5,4,0,5013,0,40,38,0
23171,56,4,210731,5,4,0,11,2,4,1,0,0,20,25,0
23172,42,2,123816,11,9,0,6,1,2,0,0,0,40,38,0
23173,25,2,77071,9,13,4,9,3,4,0,0,2339,35,38,0
23174,42,2,115085,11,9,2,0,0,4,1,0,0,50,38,0
23175,43,2,170525,9,13,0,9,1,4,0,14344,0,40,38,1
23176,17,2,209949,1,7,4,11,3,4,0,0,1602,12,38,0
23177,57,4,34297,5,4,2,2,0,4,1,0,0,40,38,1
23178,40,2,180985,12,14,2,3,0,4,1,0,0,50,38,1
23179,62,1,33365,11,9,6,7,1,4,0,0,0,40,1,0
23180,20,2,197752,15,10,4,0,3,4,1,0,0,16,38,0
23181,47,2,180551,15,10,2,13,0,4,1,0,0,50,38,0
23182,40,2,77975,15,10,2,3,0,4,1,0,0,40,38,0
23183,48,2,94342,9,13,2,2,0,4,1,0,0,55,38,0
23184,39,3,34180,8,11,2,4,0,4,1,0,0,60,38,1
23185,46,1,367251,15,10,2,2,0,2,1,0,0,40,38,1
23186,72,3,172407,14,15,2,9,0,4,1,99999,0,50,38,1
23187,53,2,303462,11,9,2,6,0,4,1,0,0,30,38,0
23188,47,0,220269,15,10,2,5,0,4,1,0,0,40,38,1
23189,40,4,45093,11,9,0,2,1,4,1,0,0,45,1,0
23190,34,2,101709,11,9,5,13,1,1,1,0,0,40,38,0
23191,41,2,219591,11,9,4,0,3,4,1,0,0,40,38,0
23192,41,2,76625,11,9,2,2,0,4,1,0,0,40,38,0
23193,20,2,342599,15,10,4,5,3,4,1,0,0,35,38,0
23194,54,1,238257,9,13,4,9,1,4,1,0,0,50,38,0
23195,39,3,206253,9,13,2,9,5,4,0,0,0,40,38,0
23196,37,2,172571,11,9,0,6,1,4,1,0,0,40,38,0
23197,59,2,95165,10,16,2,11,0,4,1,0,0,40,38,0
23198,69,2,141181,4,3,2,0,0,4,1,1797,0,40,38,0
23199,24,2,267843,9,13,4,9,3,2,0,0,0,35,38,0
23200,36,2,181382,8,11,2,6,0,4,1,3103,0,40,38,1
23201,20,2,132320,15,10,5,2,1,4,1,0,0,40,38,0
23202,26,4,201138,8,11,4,7,1,4,0,0,0,35,38,0
23203,48,2,239058,2,8,6,5,4,4,0,0,0,50,38,0
23204,39,3,239755,14,15,2,9,0,4,1,0,1902,50,38,1
23205,21,2,176262,7,12,4,7,3,4,0,0,0,18,38,0
23206,22,2,264738,11,9,4,3,2,4,0,0,0,42,10,0
23207,34,2,182218,8,11,0,9,4,4,0,0,0,40,38,0
23208,33,2,318982,15,10,2,3,0,4,1,0,0,45,38,1
23209,46,2,216666,6,5,2,6,0,4,1,0,0,40,12,0
23210,47,2,274200,1,7,2,2,0,4,1,7298,0,40,38,1
23211,65,2,150095,9,13,2,3,0,4,1,0,0,40,38,1
23212,23,2,192978,11,9,2,5,0,4,1,0,0,40,38,0
23213,28,2,68021,15,10,4,7,1,4,0,0,0,30,38,0
23214,34,4,28568,11,9,0,3,1,4,1,0,0,60,38,1
23215,20,2,115057,15,10,4,7,1,4,1,0,0,40,38,0
23216,28,2,139568,1,7,4,0,1,4,1,0,0,40,38,0
23217,52,3,138497,9,13,2,3,0,4,1,0,0,60,38,0
23218,40,5,182460,12,14,2,9,5,1,0,0,0,38,2,1
23219,22,2,253310,9,13,4,3,3,4,0,0,0,7,38,0
23220,29,3,130856,11,9,2,3,0,4,1,0,0,45,38,0
23221,31,4,389765,5,4,2,9,0,4,1,0,0,60,38,0
23222,42,0,52781,12,14,2,9,0,4,1,0,1902,40,38,1
23223,38,2,146178,11,9,4,2,4,2,0,0,0,40,38,0
23224,22,2,231053,1,7,2,6,0,4,1,0,0,70,38,1
23225,43,2,483450,6,5,2,3,0,4,1,0,0,40,25,0
23226,43,3,198316,9,13,2,3,0,4,1,0,0,50,38,1
23227,33,2,160614,15,10,2,3,0,4,1,0,0,50,38,0
23228,17,3,325171,0,6,4,7,3,2,1,0,0,35,38,0
23229,54,4,172898,14,15,2,9,0,4,1,5178,0,50,38,1
23230,45,2,186473,11,9,0,0,4,4,0,0,0,40,38,0
23231,55,1,286967,0,6,2,2,0,4,1,0,0,45,38,0
23232,51,4,111939,11,9,2,13,0,4,1,0,0,35,38,1
23233,65,0,325089,0,6,0,2,4,4,1,0,0,40,38,0
23234,21,2,143582,9,13,4,9,3,1,0,0,0,45,38,0
23235,40,2,308027,11,9,6,7,4,2,0,0,0,40,38,0
23236,58,2,105060,15,10,4,0,1,2,0,0,0,37,38,0
23237,53,0,39643,11,9,6,3,1,4,0,0,0,58,38,0
23238,39,2,186191,12,14,2,9,0,4,1,0,1848,50,38,1
23239,56,1,267763,11,9,2,7,0,4,1,0,0,40,38,0
23240,37,2,124293,15,10,2,0,0,4,1,0,0,50,38,0
23241,44,2,36271,9,13,2,2,0,4,1,0,0,40,38,0
23242,49,2,143459,6,5,5,5,3,4,1,0,0,38,38,0
23243,36,2,186376,15,10,2,6,0,1,1,0,0,50,38,1
23244,59,3,52822,9,13,2,2,0,4,1,0,0,60,38,0
23245,33,2,104509,11,9,0,0,3,4,0,0,0,40,38,0
23246,36,2,184456,14,15,4,3,1,4,1,27828,0,50,38,1
23247,26,2,192302,15,10,2,3,5,4,0,0,0,25,38,0
23248,22,2,156822,0,6,4,11,1,4,0,0,1762,25,38,0
23249,25,2,214413,12,14,4,0,3,4,1,0,0,40,38,0
23250,28,2,108574,15,10,2,0,5,4,0,0,0,15,38,0
23251,41,2,223934,7,12,0,0,4,4,0,0,0,38,38,0
23252,45,2,200559,8,11,2,4,0,4,1,0,0,70,38,0
23253,43,2,137722,11,9,2,5,0,4,1,0,0,40,38,0
23254,30,2,261677,6,5,4,5,4,2,1,0,0,40,38,0
23255,33,2,136331,11,9,3,2,4,4,1,0,0,50,38,0
23256,34,2,329993,15,10,2,0,0,4,1,0,0,40,38,0
23257,21,2,91819,8,11,4,7,1,4,1,0,0,30,38,0
23258,31,2,201122,9,13,2,11,0,4,1,0,1902,45,38,1
23259,48,2,315423,4,3,2,13,0,4,1,0,0,40,38,0
23260,22,2,103277,15,10,4,0,3,4,0,0,0,20,38,0
23261,47,2,236805,15,10,0,11,4,4,0,0,0,60,38,0
23262,27,2,74883,9,13,4,12,1,1,0,0,0,40,29,0
23263,18,2,115443,1,7,4,5,1,4,1,0,0,25,38,0
23264,43,2,150528,12,14,2,9,0,4,1,0,0,40,38,1
23265,36,2,43701,15,10,6,11,1,4,0,0,0,20,38,0
23266,37,0,419053,11,9,0,2,1,4,1,0,0,40,38,0
23267,24,2,183594,8,11,4,2,3,4,1,0,0,20,38,0
23268,24,2,390348,11,9,4,13,1,4,1,0,0,40,38,0
23269,38,2,36989,9,13,2,7,0,4,1,3908,0,70,38,0
23270,48,2,247895,9,13,2,3,0,2,1,0,0,40,38,1
23271,75,2,191446,3,2,2,7,2,2,0,0,0,16,38,0
23272,43,4,33521,9,13,0,9,1,4,1,0,0,70,38,1
23273,64,2,46087,9,13,0,3,1,4,0,0,0,50,38,0
23274,36,2,356824,11,9,0,11,1,4,0,0,0,40,38,0
23275,53,2,158746,15,10,2,12,0,4,1,0,0,40,38,0
23276,22,2,153323,15,10,4,9,1,2,1,0,0,20,38,0
23277,73,4,130391,11,9,4,7,1,4,0,0,0,36,38,0
23278,46,2,173613,11,9,0,0,1,4,0,0,0,40,38,0
23279,45,2,362883,11,9,2,2,0,4,1,5013,0,40,38,0
23280,43,2,182757,11,9,2,2,0,4,1,0,0,40,38,1
23281,20,2,50397,11,9,4,0,3,2,1,0,0,20,38,0
23282,43,0,101709,15,10,0,5,1,1,1,0,0,40,38,0
23283,40,2,145649,11,9,5,11,4,2,0,0,0,25,38,0
23284,36,2,136343,9,13,2,9,0,4,1,0,0,40,38,1
23285,64,3,142166,9,13,0,11,1,4,1,0,0,45,38,0
23286,46,2,127089,15,10,2,9,0,4,1,5178,0,38,38,1
23287,46,1,124071,12,14,0,3,4,4,0,0,0,65,38,1
23288,41,1,190368,9,13,4,9,1,4,0,0,0,70,38,0
23289,28,2,67661,15,10,4,0,2,4,0,0,0,40,38,0
23290,23,2,62278,15,10,2,11,0,4,1,0,0,45,38,0
23291,30,0,295010,9,13,4,10,1,4,0,0,0,60,38,1
23292,44,2,203897,9,13,3,0,1,4,0,0,0,40,4,0
23293,27,2,265314,11,9,2,13,0,4,1,0,0,45,38,1
23294,25,2,159603,11,9,4,7,4,4,0,0,0,34,38,0
23295,29,2,134331,0,6,2,2,0,4,1,0,0,40,38,0
23296,54,2,123011,11,9,2,6,0,4,1,0,0,40,30,1
23297,27,2,274964,9,13,4,4,1,4,1,0,0,65,38,0
23298,34,2,66309,11,9,2,2,0,4,1,0,0,35,38,0
23299,38,2,73471,15,10,2,11,0,4,1,0,0,50,38,0
23300,56,2,357118,12,14,2,9,5,4,0,0,0,40,38,1
23301,35,3,184655,11,9,2,11,0,4,1,0,0,62,38,0
23302,23,2,175266,15,10,4,2,1,4,1,0,0,40,38,0
23303,19,2,188008,15,10,4,11,3,2,0,0,0,20,38,0
23304,42,2,87284,14,15,2,9,0,4,1,7298,0,35,38,1
23305,46,2,330087,9,13,2,3,0,4,1,15024,0,45,38,1
23306,27,2,150025,11,9,4,11,1,4,1,0,0,40,32,0
23307,49,3,330874,15,10,2,11,0,4,1,0,0,70,38,1
23308,23,2,136824,15,10,4,7,3,4,1,0,0,20,38,0
23309,24,2,201179,11,9,4,7,3,4,1,0,0,40,38,0
23310,34,2,324654,11,9,4,6,3,1,1,0,0,40,2,0
23311,25,0,366207,11,9,4,13,3,4,1,0,0,40,38,0
23312,33,4,103860,15,10,2,2,0,4,1,0,0,50,38,0
23313,22,2,106700,7,12,4,0,3,4,0,0,0,27,38,0
23314,54,1,163557,11,9,4,0,1,4,0,0,0,30,38,0
23315,39,3,286261,12,14,4,9,1,4,0,0,0,40,38,0
23316,25,2,123083,9,13,4,9,1,4,0,0,0,40,38,0
23317,75,3,125197,11,9,2,0,0,4,1,0,0,26,38,0
23318,28,4,278073,11,9,4,6,2,2,1,0,0,30,38,0
23319,50,2,133963,9,13,0,11,1,4,0,0,0,50,38,0
23320,62,4,71467,9,13,2,2,0,4,1,0,0,55,38,1
23321,40,2,76487,11,9,2,6,0,4,1,0,0,40,38,0
23322,58,1,215245,9,13,4,9,1,4,0,0,0,37,38,0
23323,24,0,127185,7,12,2,3,5,4,0,0,0,40,38,0
23324,21,2,179720,11,9,4,7,2,4,0,0,0,30,38,0
23325,40,2,88909,9,13,2,3,0,4,1,15024,0,50,38,1
23326,45,2,341995,8,11,2,9,0,4,1,0,1902,42,38,1
23327,48,2,173938,11,9,2,3,0,4,1,0,0,60,38,0
23328,34,2,344275,11,9,4,13,1,4,1,0,0,70,38,0
23329,23,2,150463,11,9,4,8,4,3,0,0,0,40,12,0
23330,43,1,209544,12,14,4,3,1,4,0,10520,0,50,38,1
23331,42,1,201723,15,10,4,2,1,4,1,0,0,40,38,0
23332,39,4,343476,9,13,2,9,0,4,1,15024,0,50,23,1
23333,52,3,77392,11,9,2,4,0,4,1,0,0,60,38,0
23334,56,4,357118,9,13,4,3,1,4,0,0,0,60,38,0
23335,48,0,167749,11,9,2,0,5,4,0,0,0,40,38,1
23336,37,4,352882,11,9,0,3,1,1,0,0,0,70,34,1
23337,25,2,51201,11,9,2,2,0,4,1,0,0,35,38,0
23338,40,2,365986,9,13,2,5,3,4,1,0,0,40,38,1
23339,34,2,400416,1,7,4,6,3,2,1,0,0,45,38,0
23340,52,2,31533,11,9,0,7,1,4,1,0,0,40,38,0
23341,41,2,106900,9,13,2,12,0,4,1,0,1902,42,38,1
23342,36,1,192337,11,9,4,7,1,4,1,0,0,40,38,0
23343,21,2,118712,8,11,4,2,3,4,1,0,1504,40,38,0
23344,28,2,301654,9,13,4,9,1,4,0,0,0,40,38,0
23345,20,2,88126,15,10,4,0,3,4,1,0,0,9,8,0
23346,68,2,165017,11,9,2,9,0,4,1,0,0,40,21,1
23347,35,2,238342,11,9,2,13,0,4,1,0,0,40,38,0
23348,32,2,857532,11,9,4,6,3,2,1,0,0,40,38,0
23349,64,2,134378,12,14,2,3,0,4,1,0,0,50,38,1
23350,17,2,260797,0,6,4,5,3,4,0,0,0,23,38,0
23351,25,2,138765,9,13,4,9,1,4,1,0,0,20,38,0
23352,31,2,247444,8,11,2,6,0,4,1,0,0,40,3,0
23353,51,5,454063,10,16,2,3,0,4,1,7298,0,40,38,1
23354,67,2,180539,11,9,2,11,0,4,1,0,0,10,38,0
23355,42,2,397346,11,9,4,2,1,4,1,3325,0,40,38,0
23356,29,2,107160,11,9,4,7,1,4,1,0,0,40,38,0
23357,31,2,262024,11,9,2,6,0,2,1,0,0,40,38,0
23358,21,2,131230,11,9,2,2,0,4,1,0,0,37,38,0
23359,67,2,274451,0,6,2,13,0,4,1,0,0,16,38,0
23360,41,5,365986,11,9,0,10,1,4,1,0,0,40,38,1
23361,27,2,204515,9,13,4,12,1,4,0,0,0,36,38,0
23362,51,2,99316,2,8,0,13,4,4,1,0,0,50,38,0
23363,28,2,268726,11,9,2,2,0,4,1,0,0,46,38,0
